,Eror,Location,Date,Time
0,"(535, b'5.7.8 Username and Password not accepted. Learn more at\n5.7.8  https://support.google.com/mail/?p=BadCredentials p14-20020a17090653ce00b0085ea718a81bsm2445006ejo.198 - gsmtp')",createDataFrame,2023-01-12,23:45:15
